Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Start Year,Start Month,End Year,End Month,Total Deaths,Total Affected,"Total Damages, Adjusted ('000 US$)",CPI
2008-0330-USA,2008,Technological,Technological,Transport accident,Road,,USA,2008,8,2008,8,12,26,,79.4563044
2008-0474-USA,2008,Technological,Technological,Transport accident,Road,,USA,2008,10,2008,10,10,30,,79.4563044
2008-0404-USA,2008,Technological,Technological,Transport accident,Rail,,USA,2008,9,2008,9,25,135,,79.4563044
2008-0143-USA,2008,Technological,Technological,Miscellaneous accident,Fire,House,USA,2008,4,2008,4,10,2,,79.4563044
2008-0524-USA,2008,Natural,Climatological,Wildfire,,,USA,2008,11,2008,11,,55020,2517107,79.4563044
2008-0011-VEN,2008,Technological,Technological,Transport accident,Air,,VEN,2008,1,2008,1,14,,,79.4563044
2008-0090-VEN,2008,Technological,Technological,Transport accident,Air,ATR42,VEN,2008,2,2008,2,46,,,79.4563044
2008-0225-VEN,2008,Technological,Technological,Transport accident,Road,,VEN,2008,6,2008,6,11,21,,79.4563044
2009-0140-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,4,2009,4,9,822,2147175,79.17380276
2009-0051-KEN,2009,Technological,Technological,Transport accident,Road,,KEN,2009,1,2009,1,29,24,,79.17380276
2009-0058-KEN,2009,Technological,Technological,Miscellaneous accident,Explosion,Petrol Tanker,KEN,2009,1,2009,2,107,100,,79.17380276
2009-0060-KEN,2009,Technological,Technological,Miscellaneous accident,Fire,"Supermarket ""Nakumatt Downtown""",KEN,2009,1,2009,1,56,,,79.17380276
2009-0113-MEX,2009,Technological,Technological,Transport accident,Road,,MEX,2009,3,2009,3,11,18,,79.17380276
2009-0151-MEX,2009,Technological,Technological,Transport accident,Road,,MEX,2009,4,2009,4,18,66,,79.17380276
2009-0115-MEX,2009,Technological,Technological,Industrial accident,Other,Gas intoxication,MEX,2009,3,2009,3,11,1,,79.17380276
2009-0150-TCD,2009,Natural,Biological,Epidemic,Viral disease,Meningitis,TCD,2009,1,2009,4,102,871,,79.17380276
2009-0106-USA,2009,Natural,Hydrological,Flood,Riverine flood,,USA,2009,3,2009,4,2,5060,209665,79.17380276
2009-0056-USA,2009,Natural,Meteorological,Extreme temperature ,Cold wave,,USA,2009,1,2009,1,58,,1389348,79.17380276
2009-0071-USA,2009,Technological,Technological,Transport accident,Air,Bombardier Dash 8 Q400,USA,2009,2,2009,2,50,,,79.17380276
2009-0111-USA,2009,Technological,Technological,Transport accident,Air,,USA,2009,3,2009,3,14,,,79.17380276
2009-0273-CHE,2009,Natural,Meteorological,Storm,Convective storm,,CHE,2009,7,2009,7,,,1263044,79.17380276
2009-0230-AUS,2009,Natural,Meteorological,Storm,Convective storm,,AUS,2009,5,2009,5,1,15000,75783,79.17380276
2009-0589-AUS,2009,Natural,Hydrological,Flood,Riverine flood,,AUS,2009,12,2009,12,,200,,79.17380276
2009-0615-AUS,2009,Natural,Hydrological,Flood,Riverine flood,,AUS,2009,1,2009,2,7,9000,189457,79.17380276
2009-0616-AUS,2009,Natural,Meteorological,Extreme temperature ,Heat wave,,AUS,2009,1,2009,2,347,2000,,79.17380276
2009-0467-AUS,2009,Technological,Technological,Transport accident,Water,,AUS,2009,11,2009,11,25,15,,79.17380276
2009-0619-CAN,2009,Natural,Meteorological,Storm,Convective storm,,CAN,2009,8,2009,8,2,,631522,79.17380276
2009-0189-CAN,2009,Natural,Hydrological,Flood,Riverine flood,,CAN,2009,4,2009,4,,200,,79.17380276
2009-0342-CAN,2009,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Bill,CAN,2009,8,2009,8,,3,,79.17380276
2009-0273-DEU,2009,Natural,Meteorological,Storm,Convective storm,,DEU,2009,7,2009,7,1,,63152,79.17380276
2009-0228-DEU,2009,Natural,Hydrological,Flood,Riverine flood,,DEU,2009,6,2009,6,,,25261,79.17380276
2009-0571-DEU,2009,Natural,Meteorological,Extreme temperature ,Cold wave,,DEU,2009,12,2010,1,14,,,79.17380276
2010-0102-AUS,2010,Natural,Meteorological,Storm,Convective storm,,AUS,2010,3,2010,3,,,1652743,80.47228515
2010-0465-AUS,2010,Natural,Hydrological,Flood,Riverine flood,,AUS,2010,9,2010,9,,10000,,80.47228515
2010-0125-AUS,2010,Natural,Meteorological,Storm,Convective storm,,AUS,2010,3,2010,3,,,1727303,80.47228515
2010-0380-DEU,2010,Natural,Hydrological,Flood,Flash flood,,DEU,2010,8,2010,8,3,,,80.47228515
2010-0066-AUS,2010,Natural,Hydrological,Flood,Riverine flood,,AUS,2010,2,2010,2,,,,80.47228515
2010-0103-AUS,2010,Natural,Hydrological,Flood,Riverine flood,,AUS,2010,2,2010,3,,,135450,80.47228515
2010-0624-AUS,2010,Natural,Hydrological,Flood,Riverine flood,,AUS,2010,11,2010,12,,1000,,80.47228515
2010-0656-AUS,2010,Natural,Hydrological,Flood,Riverine flood,,AUS,2010,12,2011,2,35,175000,9071446,80.47228515
2010-0120-AUS,2010,Natural,Meteorological,Storm,Tropical cyclone,"Cyclone ""Ului""",AUS,2010,3,2010,3,1,,,80.47228515
2010-0635-AUS,2010,Technological,Technological,Transport accident,Water,,AUS,2010,12,2010,12,48,42,,80.47228515
2010-0655-CAN,2010,Natural,Meteorological,Storm,Convective storm,,CAN,2010,12,2010,12,,,,80.47228515
2010-0088-CHE,2010,Natural,Meteorological,Storm,Extra-tropical storm,Xynthia,CHE,2010,2,2010,2,,,17397,80.47228515
2010-0615-CHE,2010,Natural,Meteorological,Extreme temperature ,Cold wave,,CHE,2010,11,2010,12,,,,80.47228515
2010-0652-DEU,2010,Natural,Meteorological,Storm,Convective storm,,DEU,2010,12,2010,12,,,,80.47228515
2010-0088-DEU,2010,Natural,Meteorological,Storm,Extra-tropical storm,Xynthia,DEU,2010,2,2010,2,4,,1242664,80.47228515
2010-0615-DEU,2010,Natural,Meteorological,Extreme temperature ,Cold wave,,DEU,2010,11,2010,12,1,,,80.47228515
2010-0507-DEU,2010,Technological,Technological,Transport accident,Road,,DEU,2010,9,2010,9,12,6,,80.47228515
2010-0299-DEU,2010,Technological,Technological,Miscellaneous accident,Other,Stampede,DEU,2010,7,2010,7,21,650,,80.47228515
2011-0070-AUS,2011,Natural,Meteorological,Storm,Tropical cyclone,"Tropical Cyclone ""Yasi""",AUS,2011,2,2011,2,1,7300,3011588,83.01267439
2011-0080-AUS,2011,Natural,Hydrological,Flood,Riverine flood,,AUS,2011,3,2011,3,,217,,83.01267439
2011-0131-CAN,2011,Natural,Hydrological,Flood,Riverine flood,,CAN,2011,4,2011,5,5,2000,963708,83.01267439
2011-0012-DEU,2011,Natural,Hydrological,Flood,Riverine flood,,DEU,2011,1,2011,1,4,,,83.01267439
2011-0035-DEU,2011,Technological,Technological,Transport accident,Rail,,DEU,2011,1,2011,1,10,,,83.01267439
2009-0384-MEX,2009,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Jimena,MEX,2009,9,2009,9,4,72000,50522,79.17380276
2009-0601-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,6,2009,6,1,2,2526088,79.17380276
2009-0244-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,4,2009,4,6,,303131,79.17380276
2009-0494-KEN,2009,Natural,Hydrological,Flood,Riverine flood,,KEN,2009,10,2009,11,16,44850,,79.17380276
2009-0597-KEN,2009,Natural,Hydrological,Flood,Riverine flood,,KEN,2009,12,2010,1,40,91350,,79.17380276
2009-0377-MEX,2009,Natural,Hydrological,Flood,Riverine flood,,MEX,2009,9,2009,9,3,18000,,79.17380276
2009-0184-USA,2009,Natural,Hydrological,Flood,Riverine flood,,USA,2009,5,2009,5,,900,,79.17380276
2009-0498-TCD,2009,Natural,Hydrological,Flood,Riverine flood,,TCD,2009,8,2009,8,3,8020,,79.17380276
2009-0644-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,3,2009,3,6,25,1894566,79.17380276
2009-0603-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,7,2009,7,1,,1263044,79.17380276
2009-0287-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,2,2009,2,16,50,3157610,79.17380276
2009-0477-USA,2009,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Ida""",USA,2009,11,2009,11,6,,757826,79.17380276
2009-9654-TCD,2009,Natural,Climatological,Drought,Drought,,TCD,2009,12,2010,7,,2400000,,79.17380276
2009-0342-USA,2009,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Bill,USA,2009,8,2009,8,3,9,,79.17380276
2009-0202-KEN,2009,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2009,1,2009,5,201,10048,,79.17380276
2009-0549-KEN,2009,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2009,11,2009,12,24,193,,79.17380276
2009-0576-KEN,2009,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2009,11,2009,12,26,205,,79.17380276
2009-0281-KEN,2009,Technological,Technological,Transport accident,Road,,KEN,2009,7,2009,7,21,50,,79.17380276
2009-0456-KEN,2009,Technological,Technological,Miscellaneous accident,Collapse,Building collapse,KEN,2009,10,2009,10,41,,,79.17380276
2009-0361-KEN,2009,Technological,Technological,Miscellaneous accident,Fire,,KEN,2009,9,2009,9,,2500,,79.17380276
2009-0367-MEX,2009,Natural,Hydrological,Flood,Riverine flood,,MEX,2009,9,2009,9,4,1500,,79.17380276
2009-0515-MEX,2009,Natural,Hydrological,Flood,Riverine flood,,MEX,2009,11,2009,11,,107670,,79.17380276
2009-0561-MEX,2009,Natural,Hydrological,Flood,Riverine flood,,MEX,2009,10,2009,10,10,13014,,79.17380276
2009-0614-MEX,2009,Natural,Hydrological,Flood,Riverine flood,,MEX,2009,7,2009,7,11,,,79.17380276
2009-0477-MEX,2009,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Ida""",MEX,2009,11,2009,11,,40000,,79.17380276
2009-0594-MEX,2009,Natural,Biological,Epidemic,Viral disease,Dengue,MEX,2009,10,2009,12,,41687,,79.17380276
2009-0216-MEX,2009,Technological,Technological,Miscellaneous accident,Fire,Nursery,MEX,2009,6,2009,6,49,30,,79.17380276
2009-0433-TCD,2009,Natural,Hydrological,Flood,Riverine flood,,TCD,2009,9,2009,9,3,4895,,79.17380276
2009-0604-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,5,2009,5,7,,1073587,79.17380276
2009-0599-USA,2009,Natural,Meteorological,Storm,Convective storm,,USA,2009,12,2009,12,19,,,79.17380276
2009-0190-USA,2009,Natural,Hydrological,Flood,Riverine flood,,USA,2009,4,2009,4,,1000,,79.17380276
2009-0405-USA,2009,Natural,Hydrological,Flood,Riverine flood,,USA,2009,9,2009,9,9,3000,631522,79.17380276
2009-0178-USA,2009,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,2009,5,2009,5,,263,126304,79.17380276
2009-0349-USA,2009,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,2009,7,2009,10,2,192,,79.17380276
2009-0180-USA,2009,Technological,Technological,Transport accident,Water,,USA,2009,5,2009,5,12,16,,79.17380276
2009-0173-VEN,2009,Technological,Technological,Transport accident,Air,Helicopter,VEN,2009,5,2009,5,18,,,79.17380276
2009-9415-VEN,2009,Natural,Climatological,Drought,Drought,,VEN,2009,11,2010,,,,,79.17380276
2010-0503-MEX,2010,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Matthew,MEX,2010,9,2010,9,3,1075,,80.47228515
2010-0503-VEN,2010,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Matthew,VEN,2010,9,2010,9,8,,,80.47228515
2010-0690-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,5,2010,5,20,,,80.47228515
2010-0058-MEX,2010,Natural,Hydrological,Flood,Riverine flood,,MEX,2010,1,2010,2,41,20000,19883,80.47228515
2010-0426-MEX,2010,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Frank,MEX,2010,8,2010,8,6,154000,,80.47228515
2010-0094-KEN,2010,Natural,Hydrological,Flood,Riverine flood,,KEN,2010,3,2010,5,94,141164,,80.47228515
2010-0467-MEX,2010,Natural,Hydrological,Flood,Riverine flood,,MEX,2010,9,2010,9,25,1000000,,80.47228515
2010-0616-VEN,2010,Natural,Hydrological,Flood,Riverine flood,,VEN,2010,11,2010,12,41,94800,211253,80.47228515
2010-0196-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,5,2010,5,5,58,3355192,80.47228515
2010-0468-USA,2010,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Earl,USA,2010,9,2010,9,1,,124266,80.47228515
2010-0260-MEX,2010,Natural,Meteorological,Storm,Tropical cyclone,"Tropical storm ""Alex""",MEX,2010,6,2010,7,22,170000,2485328,80.47228515
2010-0494-MEX,2010,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Karl,MEX,2010,9,2010,9,12,230000,4846389,80.47228515
2010-0689-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,6,2010,6,20,100,,80.47228515
2010-0187-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,4,2010,5,30,8000,2920260,80.47228515
2010-0612-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,3,2010,3,11,,1863996,80.47228515
2010-0522-USA,2010,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Hermine,USA,2010,9,2010,9,8,,,80.47228515
2010-9082-KEN,2010,Natural,Climatological,Drought,Drought,,KEN,2011,1,2011,1,,4300000,,80.47228515
2010-0167-USA,2010,Technological,Technological,Industrial accident,Explosion,"Oil platform ""Deepwater Horizon""",USA,2010,4,2010,4,11,17,24853277,80.47228515
2010-0285-KEN,2010,Natural,Hydrological,Flood,Riverine flood,,KEN,2010,5,2010,5,100,70000,,80.47228515
2010-0186-KEN,2010,Natural,Hydrological,Landslide,Landslide,,KEN,2010,4,2010,4,10,,,80.47228515
2010-0141-KEN,2010,Natural,Biological,Epidemic,Bacterial disease,Cholera,KEN,2010,1,2010,5,46,2834,,80.47228515
2010-0700-KEN,2010,Natural,Biological,Epidemic,Viral disease,Measles,KEN,2010,12,2011,4,11,1046,,80.47228515
2010-0158-MEX,2010,Natural,Geophysical,Earthquake,Ground movement,,MEX,2010,4,2010,4,2,25232,1429063,80.47228515
2010-0496-MEX,2010,Natural,Hydrological,Landslide,Landslide,,MEX,2010,9,2010,9,27,,,80.47228515
2010-0510-MEX,2010,Natural,Hydrological,Landslide,Landslide,,MEX,2010,9,2010,9,44,,,80.47228515
2010-0244-MEX,2010,Technological,Technological,Transport accident,Air,Helicopter Bell 412,MEX,2010,6,2010,6,11,,,80.47228515
2010-0638-MEX,2010,Technological,Technological,Transport accident,Air,Helicopter,MEX,2010,12,2010,12,11,,,80.47228515
2010-0462-MEX,2010,Technological,Technological,Transport accident,Road,,MEX,2010,9,2010,9,13,11,,80.47228515
2010-0540-MEX,2010,Technological,Technological,Transport accident,Road,,MEX,2010,10,2010,10,18,,,80.47228515
2010-0603-MEX,2010,Technological,Technological,Transport accident,Road,,MEX,2010,11,2010,11,21,,,80.47228515
2010-0237-MEX,2010,Technological,Technological,Transport accident,Rail,,MEX,2010,6,2010,6,11,4,,80.47228515
2010-0634-MEX,2010,Technological,Technological,Industrial accident,Explosion,Pipeline,MEX,2010,12,2010,12,27,52,,80.47228515
2010-0300-TCD,2010,Natural,Hydrological,Flood,Riverine flood,,TCD,2010,8,2010,9,24,144579,,80.47228515
2010-0400-TCD,2010,Natural,Biological,Epidemic,Bacterial disease,Cholera,TCD,2010,6,2010,9,92,1730,,80.47228515
2010-0131-TCD,2010,Natural,Biological,Epidemic,Viral disease,Meningitis,TCD,2010,1,2010,3,115,1090,,80.47228515
2010-0137-TCD,2010,Natural,Biological,Epidemic,Viral disease,Measles,TCD,2010,1,2010,3,32,2499,,80.47228515
2010-0163-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,4,2010,4,12,2770,,80.47228515
2010-0663-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,12,2011,1,8,13,,80.47228515
2010-0045-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,2,2010,2,2,,2485328,80.47228515
2010-0089-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,2,2010,2,1,,621332,80.47228515
2010-0655-USA,2010,Natural,Meteorological,Storm,Convective storm,,USA,2010,12,2010,12,,,,80.47228515
2010-0027-USA,2010,Natural,Geophysical,Earthquake,Ground movement,,USA,2010,1,2010,1,,630,15533,80.47228515
2010-0162-USA,2010,Natural,Hydrological,Flood,Riverine flood,,USA,2010,3,2010,3,,,,80.47228515
2010-0225-USA,2010,Natural,Hydrological,Flood,Riverine flood,,USA,2010,6,2010,6,20,,,80.47228515
2010-0651-USA,2010,Natural,Hydrological,Flood,Riverine flood,,USA,2010,12,2010,12,,1000,,80.47228515
2010-0151-USA,2010,Technological,Technological,Industrial accident,Explosion,"Coal mine ""Upper Big Branch""",USA,2010,4,2010,4,27,2,,80.47228515
2010-0209-USA,2010,Technological,Technological,Industrial accident,Explosion,Gazoduc,USA,2010,6,2010,6,13,,,80.47228515
2010-0474-USA,2010,Technological,Technological,Miscellaneous accident,Explosion,Gas pipeline,USA,2010,9,2010,9,8,171,310666,80.47228515
2010-0557-VEN,2010,Natural,Biological,Epidemic,Bacterial disease,Cholera,VEN,2011,1,2011,1,,118,,80.47228515
2010-0478-VEN,2010,Technological,Technological,Transport accident,Air,ATR-42-300,VEN,2010,9,2010,9,16,35,,80.47228515
2011-0228-MEX,2011,Natural,Meteorological,Storm,Tropical cyclone,"Tropical storm ""Beatrix""",MEX,2011,6,2011,6,3,450,,83.01267439
2011-0195-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,5,2011,6,3,200,,83.01267439
2011-0241-MEX,2011,Natural,Meteorological,Storm,Tropical cyclone,"Tropical Storm ""Arlene""",MEX,2011,6,2011,7,22,300000,84324,83.01267439
2011-0029-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,1,2011,2,39,,2288807,83.01267439
2011-0161-MEX,2011,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,MEX,2011,3,2011,5,,,,83.01267439
2011-0267-MEX,2011,Natural,Meteorological,Storm,Tropical cyclone,"Tropical storm ""Dora""",MEX,2011,7,2011,7,3,200000,,83.01267439
2011-0145-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,4,2011,4,354,17200,13250989,83.01267439
2011-0224-KEN,2011,Technological,Technological,Industrial accident,Collapse,Building,KEN,2011,6,2011,6,16,,,83.01267439
2011-0103-KEN,2011,Technological,Technological,Miscellaneous accident,Fire,Slum,KEN,2011,2,2011,2,1,8969,,83.01267439
2011-0105-MEX,2011,Natural,Meteorological,Extreme temperature ,Cold wave,,MEX,2011,2,2011,2,3,120000,602318,83.01267439
2011-0163-MEX,2011,Technological,Technological,Industrial accident,Explosion,Coal mine,MEX,2011,5,2011,5,14,,,83.01267439
2011-0174-MEX,2011,Technological,Technological,Miscellaneous accident,Fire,Prison,MEX,2011,5,2011,5,14,,,83.01267439
2011-0181-TCD,2011,Natural,Biological,Epidemic,Viral disease,Meningitis,TCD,2011,3,2011,3,124,2085,,83.01267439
2011-0134-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,4,2011,4,46,43,2409271,83.01267439
2011-0172-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,5,2011,5,176,1150,16864895,83.01267439
2011-0189-USA,2011,Natural,Meteorological,Storm,Convective storm,,USA,2011,5,2011,5,11,,,83.01267439
2011-0166-USA,2011,Natural,Hydrological,Flood,Riverine flood,,USA,2011,5,2011,5,1,25000,,83.01267439
2011-0264-USA,2011,Natural,Meteorological,Extreme temperature ,Heat wave,,USA,2011,7,2011,7,22,,,83.01267439
2011-0140-USA,2011,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,USA,2011,4,2011,4,2,1305,220448,83.01267439
2011-0118-USA,2011,Technological,Technological,Transport accident,Road,,USA,2011,3,2011,3,14,20,,83.01267439
2011-0328-CAN,2011,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Irene,CAN,2011,8,2011,8,1,,,83.01267439
2011-0518-CHE,2011,Natural,Meteorological,Storm,Extra-tropical storm,Joachim,CHE,2011,12,2011,12,,3,,83.01267439
2011-0640-AUS,2011,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2011,8,2011,8,,120,65050,83.01267439
2011-0483-AUS,2011,Technological,Technological,Miscellaneous accident,Fire,Nursing home,AUS,2011,11,2011,11,10,,,83.01267439
2011-0323-CAN,2011,Natural,Meteorological,Storm,Convective storm,,CAN,2011,8,2011,8,1,20,,83.01267439
2011-0630-CAN,2011,Natural,Climatological,Wildfire,Forest fire,,CAN,2011,5,2011,5,1,7000,1806953,83.01267439
2011-0321-CAN,2011,Technological,Technological,Transport accident,Air,Boeing 737,CAN,2011,8,2011,8,12,3,,83.01267439
2012-0029-AUS,2012,Natural,Hydrological,Flood,Riverine flood,,AUS,2012,1,2012,3,2,13000,265548,84.7304789
2012-0037-AUS,2012,Natural,Hydrological,Flood,Riverine flood,,AUS,2012,2,2012,3,2,3000,428417,84.7304789
2012-0224-AUS,2012,Technological,Technological,Transport accident,Water,,AUS,2012,6,2012,6,75,,,84.7304789
2012-0493-CAN,2012,Natural,Meteorological,Storm,Convective storm,,CAN,2012,12,2012,12,,,,84.7304789
2012-0626-CAN,2012,Natural,Meteorological,Storm,Convective storm,,CAN,2012,8,2012,8,,,1239223,84.7304789
2012-0068-CAN,2012,Natural,Hydrological,Flood,Riverine flood,,CAN,2012,3,2012,3,,1500,40127,84.7304789
2012-0036-CAN,2012,Technological,Technological,Transport accident,Road,,CAN,2012,2,2012,2,11,,,84.7304789
2012-0019-CHE,2012,Natural,Meteorological,Extreme temperature ,Cold wave,,CHE,2012,2,2012,2,,,,84.7304789
2012-0485-CHE,2012,Natural,Meteorological,Extreme temperature ,Cold wave,,CHE,2012,12,2012,12,11,,,84.7304789
2012-0064-CHE,2012,Technological,Technological,Transport accident,Road,,CHE,2012,3,2012,3,28,,,84.7304789
2012-0019-DEU,2012,Natural,Meteorological,Extreme temperature ,Cold wave,,DEU,2012,2,2012,2,4,,,84.7304789
2012-0485-DEU,2012,Natural,Meteorological,Extreme temperature ,Cold wave,,DEU,2012,12,2012,12,2,,,84.7304789
2012-0513-DEU,2012,Technological,Technological,Miscellaneous accident,Fire,Factory,DEU,2012,11,2012,11,14,9,,84.7304789
2013-0517-DEU,2013,Natural,Meteorological,Storm,Extra-tropical storm,Storm Xaver,DEU,2013,12,2013,12,,,,85.97164225
2013-0216-CHE,2013,Natural,Meteorological,Storm,Convective storm,,CHE,2013,6,2013,6,,84,290794,85.97164225
2013-0008-AUS,2013,Natural,Meteorological,Storm,Tropical cyclone,Ex-Tropical cyclone Oswald,AUS,2013,1,2013,1,6,7500,2326348,85.97164225
2013-0024-AUS,2013,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2013,1,2013,1,1,450,113991,85.97164225
2013-0402-AUS,2013,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,AUS,2013,10,2013,10,2,990,311731,85.97164225
2013-0253-AUS,2013,Technological,Technological,Transport accident,Water,,AUS,2013,6,2013,6,13,,,85.97164225
2013-0528-CAN,2013,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,CAN,2013,12,2013,12,10,,232635,85.97164225
2013-0190-CAN,2013,Natural,Hydrological,Flood,Riverine flood,,CAN,2013,6,2013,6,4,100000,6630093,85.97164225
2013-0171-CAN,2013,Technological,Technological,Transport accident,Road,,CAN,2013,3,2013,3,,100,,85.97164225
2013-0240-CAN,2013,Technological,Technological,Transport accident,Rail,,CAN,2013,7,2013,7,47,2000,273346,85.97164225
2013-0530-CHE,2013,Natural,Meteorological,Storm,Extra-tropical storm,Storm Dirk,CHE,2013,12,2013,12,,,,85.97164225
2013-0205-DEU,2013,Natural,Hydrological,Flood,Riverine flood,,DEU,2013,5,2013,6,4,6350,15004948,85.97164225
2013-0398-DEU,2013,Natural,Meteorological,Storm,Extra-tropical storm,Storm Christian,DEU,2013,10,2013,10,7,2,,85.97164225
2011-0385-MEX,2011,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Jova,MEX,2011,10,2011,11,5,50000,33368,83.01267439
2011-9663-KEN,2011,Natural,Climatological,Drought,Drought,,KEN,2011,,2012,,,3750000,,83.01267439
2011-0460-MEX,2011,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Nate,MEX,2011,9,2011,9,10,,,83.01267439
2011-0423-KEN,2011,Natural,Hydrological,Flood,Riverine flood,,KEN,2011,8,2011,9,8,4000,,83.01267439
2011-0476-KEN,2011,Natural,Hydrological,Flood,Riverine flood,,KEN,2011,11,2011,11,,5000,,83.01267439
2011-0504-KEN,2011,Natural,Hydrological,Flood,Riverine flood,,KEN,2011,11,2011,12,25,91692,,83.01267439
2011-0285-KEN,2011,Technological,Technological,Transport accident,Road,,KEN,2011,8,2011,8,13,,,83.01267439
2011-0322-KEN,2011,Technological,Technological,Transport accident,Road,,KEN,2011,8,2011,8,23,15,,83.01267439
2011-0369-KEN,2011,Technological,Technological,Industrial accident,Explosion,OIl pipeline,KEN,2011,9,2011,9,119,100,,83.01267439
2011-0280-KEN,2011,Technological,Technological,Miscellaneous accident,Fire,,KEN,2011,2,2011,2,,445,,83.01267439
2011-0281-KEN,2011,Technological,Technological,Miscellaneous accident,Fire,,KEN,2011,2,2011,2,,410,,83.01267439
2011-0282-KEN,2011,Technological,Technological,Miscellaneous accident,Fire,,KEN,2011,3,2011,3,1,6252,,83.01267439
2011-0512-MEX,2011,Natural,Geophysical,Earthquake,Ground movement,,MEX,2011,12,2011,12,2,152,,83.01267439
2011-0392-MEX,2011,Natural,Hydrological,Flood,Riverine flood,,MEX,2011,10,2011,10,,250000,,83.01267439
2011-0589-MEX,2011,Natural,Hydrological,Flood,Riverine flood,,MEX,2011,7,2011,7,3,190000,,83.01267439
2011-0633-MEX,2011,Natural,Hydrological,Flood,Riverine flood,,MEX,2011,8,2011,9,74,40000,,83.01267439
2011-9363-MEX,2011,Natural,Climatological,Drought,Drought,,MEX,2011,9,2011,12,,2500000,,83.01267439
2011-0333-TCD,2011,Natural,Biological,Epidemic,Bacterial disease,Cholera,TCD,2011,8,2011,10,433,16038,,83.01267439
2012-0060-USA,2012,Natural,Meteorological,Storm,Convective storm,,USA,2012,3,2012,3,41,,5901064,84.7304789
2012-9160-TCD,2012,Natural,Climatological,Drought,Drought,,TCD,2012,6,2013,2,,1600000,,84.7304789
2012-0166-KEN,2012,Natural,Hydrological,Flood,Riverine flood,,KEN,2012,4,2012,5,73,280670,118021,84.7304789
2012-0001-KEN,2012,Technological,Technological,Transport accident,Water,,KEN,2012,1,2012,1,28,,,84.7304789
2012-0124-MEX,2012,Natural,Geophysical,Earthquake,Ground movement,,MEX,2012,3,2012,3,2,49011,377668,84.7304789
2012-0276-MEX,2012,Natural,Meteorological,Storm,Tropical cyclone,Ernesto,MEX,2012,8,2012,8,12,,354064,84.7304789
2012-0401-MEX,2012,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Carlotta,MEX,2012,6,2012,6,7,87000,655018,84.7304789
2012-0099-MEX,2012,Technological,Technological,Transport accident,Road,,MEX,2012,4,2012,4,43,20,,84.7304789
2012-0229-MEX,2012,Technological,Technological,Transport accident,Road,,MEX,2012,6,2012,6,28,22,,84.7304789
